nuclide,"(n,gamma)","(n,2n)","(n,p)","(n,a)","(n,3n)","(n,4n)",fission
Xe133,16.54527550532362,0.003839410416771621,4.0574354633187966e-07,1.8656646940032652e-07,7.535440202590983e-07,0.0,0.0
Xe134,0.03760206147538597,0.000527600434964446,7.540081264780931e-07,1.061424332830567e-07,2.8556118555827426e-07,0.0,0.0
Xe135,228368.88985614481,0.003708948121063187,1.4309817152767743e-07,1.5415284383590656e-07,1.137692164497657e-06,0.0,0.0
Xe136,0.023216316492496687,0.000952696995203684,2.9777725582128866e-07,7.803993297649497e-08,5.117771645254626e-07,0.0,0.0
Cs133,11.759605029275454,0.0003265489868996474,7.180420179288825e-06,9.092248276849972e-07,3.516964334730499e-07,0.0,0.0
Cs134,13.443980349762603,0.002811284924691067,2.095769310455075e-06,5.902627892102379e-07,4.7518557257254074e-07,0.0,0.0
Cs135,2.163624202710724,0.0006462450157608637,6.235947871497765e-07,2.0411805201128884e-07,7.539042633080834e-07,0.0,0.0
Cs136,2.376518635382568,0.003223885046041216,5.343534168366684e-07,1.9271993582955445e-07,7.153879100979293e-07,0.0,0.0
Cs137,0.0322541331382649,0.0009846917807646654,1.01005549669539e-07,8.650531190620794e-08,1.52429705010368e-06,0.0,0.0
Ba130,6.115245069609111,0.0001374370430200633,7.784284677474671e-05,4.338343604993481e-05,4.7231890993075854e-08,0.0,0.0
Ba132,2.1052486699688693,0.00023076994889395378,1.1425189145188773e-05,1.1395305173801931e-05,1.5242927928685292e-07,0.0,0.0
Ba133,3.468548758392824,0.0009931712662314307,5.1947605913838874e-05,7.262798397977477e-05,2.684191130031853e-08,0.0,0.0
Ba134,0.8427224254492544,0.0002809130163562822,2.9939433820126986e-06,2.8587399192822444e-06,3.666675950737782e-07,0.0,0.0
Ba135,3.466143985570385,0.0017449275405952954,2.7818339904413156e-06,3.221103413310887e-06,3.1527243306465516e-07,0.0,0.0
Ba136,0.1268637728656591,0.00041711408627390946,1.0655996879270505e-06,5.117791033965949e-07,6.222633909790466e-07,0.0,0.0
Ba137,0.38048310122385354,0.002498906257831246,7.144457530453139e-07,5.461625939238443e-07,4.1033843606251643e-07,0.0,0.0
Ba138,0.03940386222886356,0.0005141205444820125,2.4961692515013235e-07,8.119132423212618e-07,3.9596323269167125e-07,0.0,0.0
Ba140,0.5581670034938894,0.007711904738738201,3.963034171235293e-07,4.0579222020589925e-07,7.921185810159825e-05,0.0,0.0
La138,13.441609196015584,0.0015303303208245387,7.391821545973078e-06,1.5246602275748438e-06,2.023536272339248e-07,0.0,0.0
La139,1.0034495081879768,0.0004256446935968096,5.099005337384655e-07,2.641869398076767e-07,1.5153592736548465e-07,0.0,0.0
La140,2.120752833396541,0.007118621951761972,1.3197780491472528e-06,0.00017345710893154037,1.1838186117229876e-06,0.0,0.0
Ce136,2.146260148972351,0.00016534030287424208,7.577748123723506e-05,2.107047216374982e-05,3.373502243148223e-09,0.0,0.0
Ce138,0.4224764284873251,0.0002030318101801362,1.5989270167163884e-05,3.6310605272745885e-06,1.1187884221757256e-08,0.0,0.0
Ce139,39.85360698604146,0.0007656074900143523,2.2129264323401153e-05,8.002991437974088e-06,2.403400833308428e-08,0.0,0.0
Ce140,0.053953169087693965,0.00039287218254972187,7.432357779137468e-07,1.333193697508899e-06,2.8557654131636913e-07,0.0,0.0
Ce141,6.3294972838661705,0.006840927766258724,1.0844557380826724e-06,2.5986969746869342e-05,5.720631957629752e-07,0.0,0.0
Ce142,0.10110413197175203,0.0026032691872893013,3.5078632938981844e-07,2.4167802407228835e-06,6.6813663910264976e-06,0.0,0.0
Ce143,1.5163587078429919,0.007379396800744662,2.3150651027493676e-07,6.761617601009557e-06,8.597033391104185e-06,0.0,0.0
Ce144,0.15343807979798377,0.003636881209041523,1.2653112210502436e-07,5.707951945275076e-07,2.9406470484938826e-05,0.0,0.0
Pr141,1.4185671049261843,0.00022850161856096193,3.4317832218550903e-06,3.956708900638043e-06,4.096411675671541e-08,0.0,0.0
Pr142,3.9737539363187526,0.004278101840028794,6.995002676615433e-06,0.0032475190633081625,3.07983312076268e-07,0.0,0.0
Pr143,10.4770630114052,0.0022327992700749344,9.391810040535103e-07,4.9924480042582204e-06,7.569220784079516e-06,0.0,0.0
Nd142,1.5579248578706393,0.00024476535404482084,6.310729951212845e-06,6.338591180489948e-06,4.244466264058105e-08,0.0,0.0
Nd143,27.560050085237048,0.0026404430677864055,3.565145083405586e-06,0.002301439398836026,2.055550870262904e-07,0.0,0.0
Nd144,0.4125063731794777,0.0014086910890555129,1.2153863606511908e-06,1.2231940762005171e-05,1.2108173640952709e-06,0.0,0.0
Nd145,9.128875357854461,0.004440717040922386,1.0089398546006215e-06,6.444883097821703e-05,3.4060370700849545e-06,0.0,0.0
Nd146,0.21591725451885274,0.001837232168379701,3.2746368647625716e-07,2.109960697892986e-06,3.6004137221238395e-06,0.0,0.0
Nd147,46.07629647636291,0.008727505994794155,4.571895673228433e-07,2.1288717192184206e-06,9.486715852656094e-06,0.0,0.0
Nd148,0.7061942580027977,0.0022642185838415646,1.3172510991324328e-07,3.4987493838108734e-07,6.397039578912202e-06,0.0,0.0
Nd150,0.5869872449501334,0.0020700703588025764,6.495212517218774e-08,7.93539358580653e-08,9.872189592980504e-06,0.0,0.0
Pm147,62.581178401902875,0.0016178142550441227,1.3331516816345562e-06,3.850508535851873e-06,5.67835600604733e-06,0.0,0.0
Pm148,226.42009635844937,0.00671439021674069,1.1426097282804507e-06,6.028234901353742e-06,8.039238632632745e-06,0.0,0.0
Pm148_m1,2108.0860683516107,0.003312925386167717,1.625055074044487e-06,1.444766544533202e-06,1.6118137872324622e-06,0.0,0.0
Pm149,146.83689300875153,0.0021187175884694927,5.160140223003461e-07,9.796739386653082e-07,1.2172794922580236e-05,0.0,0.0
Pm151,87.86153944297557,0.001369567599095215,4.934105749242815e-07,1.1132885580654757e-07,6.027668993634831e-06,0.0,0.0
Sm144,0.19847653343634566,0.00011788348948099123,5.003561662276666e-05,3.9720856463575705e-05,5.728821011782787e-10,0.0,0.0
Sm147,25.359868153323553,0.0020023364084319783,4.817374104465615e-06,0.00026985164571294274,6.231801210682513e-07,0.0,0.0
Sm148,1.354962229761555,0.000984644289094968,5.645652306056202e-07,1.2789319311104957e-05,5.742085043899846e-07,0.0,0.0
Sm149,6096.459628699688,0.003641679396255464,1.3629767946276866e-06,0.006105705098113846,1.7063571890701618e-06,0.0,0.0
Sm150,11.796094610708039,0.0011797955455940924,5.603589164304078e-07,1.409382321515828e-06,2.716234901608054e-06,0.0,0.0
Sm151,911.445270663141,0.007041866079550779,1.0729274011809679e-06,2.4256877258335085e-06,4.147270348872804e-06,0.0,0.0
Sm152,93.34778905882668,0.0010557200387754928,3.257708894337181e-07,2.389208383505473e-07,2.920021400651907e-06,0.0,0.0
Sm153,160.04320387080494,0.006532953351101192,1.1659481387027621e-06,5.829855615653411e-07,3.4176332977309895e-06,0.0,0.0
Sm154,1.760687325535228,0.0014166575373130916,1.7439023085288764e-07,6.680069168429097e-08,3.985129332028722e-06,0.0,0.0
Eu151,799.310966840046,0.0008971426555863248,6.8362387258410695e-06,5.3746902855510125e-06,1.8200791738133997e-06,0.0,0.0
Eu152,759.8914312374737,0.002926417957487969,3.434221445230735e-06,3.1025873280873993e-06,3.3857276732264974e-06,0.0,0.0
Eu153,62.491884086720034,0.000627016566048532,4.674036758468672e-06,1.9716201760658067e-06,1.4291214012414417e-06,0.0,0.0
Eu154,208.08479203043723,0.004676059376172712,1.3714155324813103e-05,3.1129190102992983e-06,1.3664397166694836e-06,0.0,0.0
Eu155,788.0861025166139,0.0009674022937229608,8.193592343743694e-06,5.097761554018787e-06,2.6116044344557168e-06,0.0,0.0
Eu156,55.142484126251524,0.004167377436138584,3.181918636469948e-07,1.5468313731091382e-07,2.633347974016443e-06,0.0,0.0
Eu157,27.756893257475724,0.002713893604886708,3.5382748155394087e-07,8.011803553944765e-08,5.915119794605983e-06,0.0,0.0
Gd152,66.4725733432727,0.0006498431973017579,1.1671830627417457e-06,0.000945415620187772,1.0479029063295734e-06,0.0,0.0
Gd153,968.9808707778169,0.0022899840454527125,4.0238386463162695e-06,0.0014614202641852823,7.868403739260506e-07,0.0,0.0
Gd154,12.6323301710502,0.0005651545971752337,6.264519458114352e-07,8.215189665177746e-07,7.604287422586758e-07,0.0,0.0
Gd155,3044.521027095336,0.0026102535136320465,1.142153230132691e-06,4.021709124153549e-06,1.454836516769924e-06,0.0,0.0
Gd156,3.3126572001198817,0.0007459795104005651,3.6097111535783537e-07,3.867215008100562e-07,1.5877663926999073e-06,0.0,0.0
Gd157,12882.375920454953,0.0033676353878844046,4.98722223129265e-07,2.3166615880368126e-05,1.4938015554584765e-06,0.0,0.0
Gd158,2.149617135266152,0.0011906013859362544,1.7356665623955397e-07,2.203636662109237e-07,1.267870315739921e-06,0.0,0.0
Gd160,0.3728073062719639,0.001954464738849068,7.974841861327274e-08,1.2093529825293948e-07,4.911825643955343e-06,0.0,0.0
Tb159,13.529152182436999,0.0012340124214106003,7.234307956657717e-07,4.1220007432922985e-07,2.981765727817164e-06,0.0,0.0
Tb160,119.80345639040786,0.004591552587846715,2.0857139521182585e-06,6.909222246266256e-07,1.9893162435497027e-06,0.0,0.0
Dy156,29.06056564412085,0.00037811548067708087,5.694190363603676e-06,1.1822073909591629e-05,1.424785057011973e-07,0.0,0.0
Dy158,9.290491075291317,0.000586537633257617,2.9546186982308265e-06,2.2740812058986662e-06,1.324698811163783e-07,0.0,0.0
Dy160,31.98998957350842,0.000928228512092195,1.0568852589915311e-06,6.86073082960632e-07,7.769307210075683e-07,0.0,0.0
Dy161,71.41434434728501,0.0039675065656734135,1.4100023018609137e-06,8.426765209644212e-07,1.4173015666566806e-06,0.0,0.0
Dy162,79.92914871855821,0.001460486369967764,3.9513763493929175e-07,2.3368615376284017e-07,1.959489092769501e-06,0.0,0.0
Dy163,49.718459664129185,0.005089149774986363,4.4171062536502127e-07,3.045857487646303e-07,2.859665432178694e-06,0.0,0.0
Dy164,196.529200253714,0.0021685665731215435,1.6033741387801413e-07,8.761226817333666e-08,3.924776613340945e-06,0.0,0.0
Ho165,23.402570824129867,0.001288958798300361,0.0,0.0,1.7256658190206893e-06,0.0,0.0
Ho166_m1,743.1280950594454,0.006001341072061502,1.1785474458570272e-06,2.820349735343246e-07,2.6472001555008583e-06,0.0,0.0
Er162,13.502239103773219,0.00031522434656273046,3.7732211752748296e-06,5.725687066203389e-06,9.633716458993453e-08,0.0,0.0
Er164,6.126757585979979,0.000642317073775276,2.16262621537598e-06,1.7168755688334384e-06,4.938401313436056e-07,0.0,0.0
Er166,4.1847565074342,0.00094269490597659,1.035251006316254e-06,4.567452711073089e-07,1.1494732630077756e-06,0.0,0.0
Er167,199.05536173470026,0.004647012803356226,1.3431356837789966e-06,1.4686352034793998e-06,1.2935645625936437e-06,0.0,0.0
Er168,1.3206899147496443,0.0019233643490093684,5.072847377463401e-07,9.288336861731848e-08,3.1211335558514853e-06,0.0,0.0
Er170,1.953887780344292,0.0030167244793359396,2.0460197764050584e-07,2.5105675669548723e-08,9.362076920944142e-06,0.0,0.0
Tm168,43.27361691616983,0.0037969754973894067,5.4348565538079285e-06,0.0018603180551358808,6.497946883709279e-07,0.0,0.0
Tm169,50.2896967458232,0.0013149289287496934,9.863656780591805e-07,1.3054709733278402e-06,1.211739532983359e-06,0.0,0.0
Tm170,14.927510851441282,0.0050245228370419375,4.810383961092385e-07,1.039178872010316e-05,1.965347394868963e-06,0.0,0.0
Lu175,18.29224508612124,0.0018143475677174857,0.00018398533445202254,9.754630971438469e-08,9.049158550398455e-06,0.0,0.0
Lu176,445.38053200830154,0.006201988376604335,0.00018398533730617614,9.754631018930618e-08,1.0741562194970249e-05,0.0,0.0
Hf174,51.57685823262303,0.0009472007585250644,0.0,0.0,8.129824289327741e-07,0.0,0.0
Hf176,20.184736678880903,0.001450385740837943,5.361640420048155e-07,5.491428018704118e-07,1.157863709974824e-06,0.0,0.0
Hf177,207.76321582487012,0.004385600343848978,6.006460908829565e-07,1.2535490099343118e-06,2.362430119983295e-06,0.0,0.0
Hf178,54.767963836959076,0.002084837050779856,1.2015908112224357e-07,8.487138637141907e-08,3.89580770405563e-06,0.0,0.0
Hf179,16.253609949260255,0.00594858233708339,3.188183772371177e-07,3.0348789215415063e-07,5.1239691645660255e-06,0.0,0.0
Hf180,1.8636595988804758,0.0019664681438275257,4.9465564468467666e-08,2.7100491463312155e-08,4.543586703458776e-06,0.0,0.0
Ta180,144.42932505089448,0.00432433942985,1.0463573980171323e-05,1.0074138365125573e-06,2.699378283285649e-06,0.0,0.0
Ta181,21.165900187435902,0.002173879991197756,1.048647942289315e-06,2.8464750078710413e-07,3.204008109812815e-06,0.0,0.0
Ta182,1635.7052165664184,0.005243705187332927,0.0,1.9912319030068092e-07,1.5033997192106141e-05,0.0,0.0
W180,9.301896297473704,0.000967533913877372,1.0970361018004826e-06,2.956245419647158e-06,6.803235355253203e-07,0.0,0.0
W182,13.526174908976753,0.0013421134316469133,3.7967608035964706e-07,2.6301635142416475e-07,1.420065595766968e-06,0.0,0.0
W183,10.7692304640386,0.005431827751863054,5.311727615622209e-07,3.9410587679469097e-07,2.6479463909702737e-06,0.0,0.0
W184,0.6506953316517572,0.002349964434688663,2.3118785957784848e-07,1.2709419401104232e-07,4.107293149466577e-06,0.0,0.0
W186,15.058739213527364,0.0028279664482657074,9.885819500066867e-08,4.404366868315399e-08,7.862248407504787e-06,0.0,0.0
Re185,54.557140224389194,0.0016764304858376217,1.629949873699787e-06,3.8664497913410277e-07,2.269167997326826e-06,0.0,0.0
Re187,14.327013035138672,0.0023274001089661086,7.172008129924523e-07,8.80363295025346e-08,5.234791115748569e-06,0.0,0.0
Ir191,162.83798385993674,0.0013225053620979695,7.761570431131954e-07,2.374526360350219e-07,2.8928399332023854e-06,0.0,0.0
Ir193,46.16109700316193,0.0019077013981147637,2.5253863587153796e-07,1.7498994854878758e-06,3.2314599207233723e-06,0.0,0.0
Au197,45.5552105087278,0.0010865972146874583,4.839811909114815e-07,1.694581516782575e-07,1.3765453771153344e-06,0.0,0.0
Hg196,228.79167106591274,0.0007388340732174866,1.7809357861433575e-06,4.228406819046832e-06,3.216466107948034e-07,0.0,0.0
Hg198,2.2881410322370668,0.001170261088834071,9.622920208086526e-07,8.543469390562788e-08,5.934500447020046e-07,0.0,0.0
Hg199,164.3894433953381,0.00310772987516388,9.47457781134732e-07,4.912456684946245e-07,1.706761579482307e-06,0.0,0.0
Hg200,0.20122168198155566,0.0014838224097630647,3.8053598975243774e-07,1.996704272621149e-08,1.376486996447514e-06,0.0,0.0
Hg201,1.40227563844704,0.004880958854451597,3.188669927700189e-07,6.268784944661987e-08,3.1966945637714146e-06,0.0,0.0
Hg202,0.46728100278781787,0.0018051045265069336,1.199407171125538e-07,8.595052078316246e-09,2.865870501582042e-06,0.0,0.0
Hg204,0.13032895163665803,0.0018514902391397674,3.6683452221653206e-08,1.1062476442062353e-09,3.7958434955833915e-06,0.0,0.0
Tl203,2.0174184833943336,0.0012649112825801397,0.0,0.0,4.813322894017655e-07,0.0,0.0
Tl205,0.03769438510132429,0.0013238656552433672,0.0,0.0,5.48274395812551e-07,0.0,0.0
Pb204,0.11636575435613794,0.0009001742248619901,2.6199818442900776e-06,9.25866660826898e-07,3.7501030980077725e-07,0.0,0.0
Pb206,0.007220851932306774,0.0012428520472932613,7.308643023078388e-07,2.044279187359077e-07,7.484015105712539e-07,0.0,0.0
Pb207,0.06496466440600017,0.0026245702121950004,6.02788761140382e-07,3.038161627598733e-07,1.3227417126320701e-06,0.0,0.0
Pb208,0.0005560821302186036,0.0016447578140578163,2.9772867835146033e-08,3.0810848042926287e-07,1.2822816024159802e-06,0.0,0.0
Bi209,0.010375558847710423,0.0018548633975796344,1.7257057565907682e-06,2.292309139782328e-06,1.5634607566894822e-06,0.0,0.0
Ra223,20.71625150298575,0.023667176793150224,0.0,0.0,5.9789453042068303e-05,1.4937907988023677e-07,0.10348738515244382
Ra224,1.7702800066934803,0.008593146977359495,0.0,0.0,7.787731112223057e-05,1.5868289555487767e-08,0.0
Ra225,22.55843216214961,0.029877933625476534,0.0,0.0,9.140435601848884e-05,3.81600744469531e-07,0.0
Ra226,10.14677643796433,0.009282788881221696,0.0,0.0,0.0001067318956513748,8.282022548602624e-08,0.00011404283260374389
Ac225,37.34505776097754,0.005069342951932259,0.0,0.0,1.7577685376782666e-05,2.525787038060715e-13,0.011918510850952368
Ac226,111.75174663276285,0.014133249287286613,0.0,0.0,2.1562219170284597e-05,3.163170413236489e-09,0.4459805793293394
Ac227,86.20514101294991,0.005540978474125201,0.0,0.0,2.531733143605266e-05,1.8590010752277323e-10,0.004163370121227495
Th227,47.54617309000068,0.009494705419949767,0.0,0.0,7.3759032823369554e-06,7.795640890855389e-11,23.78685237813858
Th228,38.9367065906762,0.0026065819289067173,0.0,0.0,1.0950344940177194e-05,0.0,0.14641449519899685
Th229,42.213972015298054,0.011759528516237325,0.0,0.0,1.1290023063893113e-05,2.121421722908312e-09,10.699554458574019
Th230,30.194359749454712,0.004273854503165937,0.0,0.0,1.749647637946939e-05,2.5327223024233636e-12,0.07334818838877878
Th231,140.68191993861876,0.01500283157888403,0.0,0.0,2.3050838838076445e-05,1.0941990832073147e-08,12.103385765952652
Th232,2.9530166401930487,0.005922487513725353,4.625202889619956e-08,6.289449209767104e-08,3.750358227540352e-05,0.0,0.025990803910955994
Th233,111.24839157300896,0.02329454216077565,0.0,0.0,4.282225040697734e-05,5.787676646157308e-08,4.129881306065793
Th234,1.0293541668070616,0.008330606148798056,0.0,0.0,6.082775854493964e-05,9.045205727720947e-09,0.01210819750413806
Pa229,62.981163694468414,0.0005233263821133727,0.0,0.0,9.576952632685008e-07,0.0,1.4653292817133985
Pa230,37.054671343710176,0.00228823835770883,0.0,0.0,7.187624659527289e-07,9.152320587349856e-13,146.85502006651083
Pa231,53.16329632048859,0.0016500133129067264,4.942344635660493e-07,0.0,3.8696593897266115e-06,0.0,0.301171845888306
Pa232,48.316523465577255,0.007296626579225649,0.0,0.0,3.0110660329426404e-06,1.0585041922109984e-10,160.2484896022882
Pa233,25.198030241293147,0.004367578174500575,2.5022337505483166e-07,0.0,2.532191467320913e-05,0.0,0.08249935438482549
U230,18.521653819996537,5.054419303181684e-05,0.0,0.0,1.1270559797151423e-07,0.0,15.834021430639996
U231,9.284968246073817,0.000727925677440862,0.0,0.0,4.445489657697655e-08,0.0,68.82025734992065
U232,9.201615257380166,0.0002708735320944604,0.0,0.0,5.783860854849413e-07,0.0,15.359013306264028
U233,7.358091610552372,0.001256902568401659,0.0,0.0,3.962157337954861e-08,1.5300567424422123e-12,60.352651744244575
U237,59.31168351019905,0.014495291639081852,0.0,0.0,1.0643629991447291e-05,9.350665427859552e-09,1.6168011901775405
U239,9.907903532693604,0.02319499116872408,0.0,0.0,3.0332208667898126e-05,6.574999978435504e-08,6.393596074800271
U240,35.048473820389674,0.007169012080432697,0.0,0.0,7.020678053602135e-05,2.866212834518401e-08,0.07151910547221517
U241,42.49358894242491,0.028456443516002093,0.0,0.0,6.767295764768455e-05,3.270251141726826e-07,0.21361301926158874
Np234,9.898572792050793,0.0005140844388459657,0.0,0.0,7.952936791334837e-10,0.0,180.67579622248977
Np235,44.30395777932629,0.0002411745642058791,0.0,0.0,1.831323281776238e-07,0.0,16.770867292606855
Np236,13.266036242075629,0.001103637745758173,0.0,0.0,2.0021600386931784e-07,1.2584761867376974e-13,249.76554921441607
Np237,36.33704143521518,0.0008900203950794955,0.0,0.0,1.5836726859844555e-06,1.9254201155664848e-13,0.5468639576644454
Np238,36.67807794870329,0.004667608931471241,0.0,0.0,2.2231389683282586e-06,1.528225392001858e-10,197.88864899895137
Np239,30.806765318747686,0.0032386004768400413,0.0,0.0,1.0855646272798796e-05,3.314323568210806e-11,0.21059216027243802
Pu236,8.329184362213757,9.29397991525973e-05,0.0,0.0,1.4839723674373225e-08,0.0,35.234304155418435
Pu237,18.06778470397433,0.0004623985408702741,0.0,0.0,2.5630293523337512e-08,0.0,206.0842220155905
Pu238,27.883504999906226,0.00012405262960446214,0.0,0.0,4.427999359572605e-07,0.0,2.5032139323050773
Pu239,54.118557547693555,0.0012715451275030802,0.0,0.0,2.1737400232836464e-06,7.48105799225096e-11,102.84352798170661
Pu240,241.8190054444958,0.001159867673831305,0.0,0.0,2.3567928649321487e-06,1.1986888761212837e-12,0.6039592046137862
Pu241,39.829314979686565,0.007585974297399233,0.0,0.0,9.68994797460031e-06,0.0,110.75417855871927
Pu242,31.382165672430222,0.0022294102675363757,0.0,0.0,7.895364222854145e-06,1.0571527404444415e-10,0.4496212646673401
Pu243,13.297753261743257,0.01879533898131063,0.0,0.0,0.00010833457930976898,1.2276473817742166e-06,27.38712250464494
Pu244,1.4967492429870382,0.004392106694031064,0.0,0.0,1.8347166535274136e-05,2.448740171388299e-09,0.39533987618818067
Pu246,7.806589872190082,0.007833478066329114,0.0,0.0,4.29206728086308e-05,1.455710518011976e-08,0.2064414066550855
Am240,26.71687236818747,0.00030915471469305486,0.0,0.0,2.5844129394739338e-08,0.0,143.32783066591637
Am241,127.19082683213938,0.00037938651122381323,0.0,0.0,1.6106625502937961e-06,7.547393075300736e-15,1.1532998665276355
Am242,24.24318399789818,0.002134524117162015,0.0,0.0,7.534103248935058e-08,0.0,216.3032530941373
Am242_m1,121.15445042674423,0.0018436909467609373,0.0,0.0,7.778229019202168e-08,0.0,632.7883862312246
Am243,60.62484414000102,0.0006371111794053407,0.0,0.0,2.0584234953687603e-06,1.3064413316989632e-12,0.4493904420760871
Am244,55.901298370711935,0.008426103119319371,0.0,0.0,2.0614869626611962e-05,4.3629965704992424e-08,218.16977209506473
Am244_m1,46.51936208208842,0.008425783366375788,0.0,0.0,2.0614869626611962e-05,4.3629965704992424e-08,185.41376655769622
Cm240,11.352819887714073,2.5910301038949825e-05,0.0,0.0,2.567384820840242e-09,0.0,7.755784823868862
Cm241,16.969516401383913,0.0007517400954226974,0.0,0.0,9.658895698903248e-09,0.0,97.56418220450604
Cm242,5.237727091426337,0.00032416346703103237,0.0,0.0,4.160771566693518e-08,0.0,1.4392557169686486
Cm243,14.535631138694729,0.0012591675333238784,0.0,0.0,3.040841526084489e-07,0.0,86.66809304103819
Cm244,17.634177098113035,0.000766088852740849,0.0,0.0,1.0300877373836146e-06,0.0,0.9560696266841467
Cm245,22.932148024689937,0.002840743095538691,0.0,0.0,1.1605776618171095e-06,6.421789326624314e-11,145.5461738918374
Cm246,3.233376047086257,0.0019680911463179815,0.0,0.0,3.410158545872888e-06,0.0,0.5628881828688944
Cm247,17.69229680830945,0.005046281205853911,0.0,0.0,4.224734011110134e-06,1.0480877486084952e-09,32.99099679660451
Cm248,7.060209819386905,0.0032586638352892234,0.0,0.0,1.1466261166436943e-05,4.2087123296219753e-10,0.55658863641168
Cm249,1.5876940786813702,0.012749980691240457,0.0,0.0,1.825052855668014e-05,2.451621100879242e-08,12.51006736065142
Cm250,27.661984497760965,0.007943494974997323,0.0,0.0,4.278481331377923e-05,8.801646951375098e-09,0.2508265499587146
Bk245,107.80193112194216,0.00047311060335749775,0.0,0.0,5.54021309095724e-08,0.0,0.6526322373133444
Bk246,60.26871361801484,0.0018699103815638441,0.0,0.0,1.8795250943620988e-07,9.48513602507378e-15,157.45461533771203
Bk247,96.5384790988297,0.0014011508457392099,0.0,0.0,9.887859965719819e-07,7.226843637011598e-24,0.6324838807021168
Bk248,74.51156677300624,0.0032746370904778574,0.0,0.0,8.750105295675193e-07,1.8476050453841294e-11,174.26599592120863
Bk249,242.23111520268284,0.0009747421119266945,0.0,0.0,1.7572336847407192e-06,1.597765467609188e-12,1.714127680274737
Bk250,71.84774986306124,0.012662327740775928,0.0,0.0,4.475372543847828e-06,2.450242117692811e-09,90.65458691160472
Cf246,145.69509972887968,9.016387528709337e-05,0.0,0.0,8.060315990197392e-08,0.0,120.79346108616494
Cf248,145.34106859786297,0.0005456362858040356,0.0,0.0,5.025616263506212e-07,0.0,60.61981599245547
Cf249,54.30004504457914,0.002560135954939301,0.0,0.0,7.995395864573379e-07,4.622168274370618e-12,176.79337450152732
Cf250,499.55245079342916,0.0008615252707777848,0.0,0.0,1.4659046249333347e-06,7.095778749722118e-14,10.47775439347745
Cf251,345.4884957406718,0.006568721015721553,0.0,0.0,1.8873352792394849e-06,3.600980634029933e-10,599.7458960037227
Cf252,2.4850431321065574,0.0016174135775188683,0.0,0.0,5.845754268717686e-06,7.856125168716739e-11,6.043322545629049
Cf253,18.690175676243914,0.0044328415125902895,0.0,0.0,7.807403223719984e-06,1.1100860883162115e-08,122.60558315482247
Cf254,1.3739055811045084,0.0036197618219578546,0.0,0.0,6.475065795886492e-06,1.6834612989800775e-09,3.5490033385834656
Es251,48.77550916622342,0.00032663741930455024,0.0,0.0,1.262853193288634e-07,0.0,4.203638517590445
Es252,20.603031244236846,0.005575666876468487,0.0,0.0,5.288515966287918e-07,4.576552574214033e-12,207.5384960047069
Es253,118.49528600845451,0.0014011303993290718,0.0,0.0,7.1400854009630595e-06,2.763833602014872e-12,0.588413381296354
Es254,20.15398138855485,0.006821286257451553,0.0,0.0,3.716708428375556e-06,4.581926384655969e-09,189.11048519158317
Es254_m1,23.88143569657462,0.009467991157868417,0.0,0.0,4.909993591652644e-06,7.366655544559894e-09,191.26200599094977
Es255,55.81748572840574,0.003111160683956302,0.0,0.0,1.804532029370927e-05,6.039929731708005e-10,0.2934737945257694
Fm255,23.18326533303698,0.005545985857347753,0.0,0.0,3.4478263103262807e-06,6.008196817217947e-10,289.7653363295992
